ref:hmdb,ref:US-TX:thc,name,ErectedBy,hmdb:Latitude,hmdb:Longitude,addr:full,addr:city,addr:county,isMissing
118299,,Dignified Resignation,"The Veuve Jefferson Davis Chapter No. 17, United Daughters of the Confederacy",29.30313,-94.78990,722 Moody Avenue,Galveston,Galveston County,
118309,3843,Oldest Mission in Texas,Texas Historical Commission,31.69154,-106.32756,131 South Zaragoza Road,El Paso,El Paso County,
118310,1067,First Mission and Pueblo in Texas,Texas Highway Department,31.69154,-106.32757,131 South Zaragoza Road,El Paso,El Paso County,
118312,,Chamizal National Memorial,"Rebecca Stoddert Chapter, National Society Daughters of the American Revolution El Paso, Texas",31.76776,-106.45399,800 South San Marcial Street,El Paso,El Paso County,
118313,,Site Of The First Mission In Texas,"Texas State Council , Knights of Columbus",31.69155,-106.32760,131 South Zaragoza Rd,El Paso,El Paso County,Reported Missing
118314,18142,Estela Portillo Trambley,Texas Historical Commission,31.76788,-106.45418,800 South San Marcial Street,El Paso,El Paso County,
118339,515,Broadway Bluff Improvement,Texas Historical Commission,27.79672,-97.39616,,Corpus Christi,Nueces County,
118340,3116,The Lone Star Fair,Texas Historical Commission,27.79682,-97.39616,,Corpus Christi,Nueces County,
118349,,Air Activities of Texas Corsicana Field,Texas Historical Commission,32.02727,-96.39594,9000 Navarro Road,Corsicana,Navarro County,
118374,6321,Site of Kinney's Trading Post,Texas Historical Commission,27.79323,-97.39637,,Corpus Christi,Nueces County,
118375,780,Centennial House,Texas Historical Commission,27.79377,-97.39648,411 North Upper Broadway,Corpus Christi,Nueces County,
118391,17953,Gold Star Court of Honor,Texas Historical Commission,27.79409,-97.39585,,Corpus Christi,Nueces County,
118392,,Corpus Christi Cathedral Site,"The Alhambra Baza No. 78, Corpus Christi",27.79408,-97.39650,,Corpus Christi,Nueces County,
118401,,Capitán Blas María de la Garza Falcón,The Westside Business Association & The Devary Durril Foundation,27.79418,-97.39183,,Corpus Christi,Nueces County,
118404,9223,Rockne,Texas Historical Commission,29.99576,-97.43100,,Bastrop,Bastrop County,
118406,9240,Samuel Wolfenberger,State Historical Survey Committee,30.02352,-97.42758,,Bastrop,Bastrop County,
118408,,Sugar Cane Mill,Matagorda County Museum,28.98265,-95.97028,2100 Avenue F,Bay City,Matagorda County,
118415,3741,Old Hawley Cemetery,State Historical Survey Committee,28.88779,-96.17726,,Blessing,Matagorda County,
118424,13257,Blessing Library Association,Texas Historical Commission,28.87197,-96.22082,560 Avenue B (FM 616),Blessing,Matagorda County,
118442,16054,Last Battle of the Civil War,State of Texas,25.95958,-97.30339,,Brownsville,Cameron County,
118444,2459,Here was Fired First Gun for Texas Independence,Children of Gonzales City Schools,29.45215,-97.52574,,Cost,Gonzales County,
118454,,Officers Row,,30.24986,-98.84694,1606 E Main St,Fredericksburg,Gillespie County,
118460,,The Town and the Fort,,30.24967,-98.84633,1606 E Main St,Fredericksburg,Gillespie County,
118469,,The Comanche Indians,,30.24973,-98.84655,1606 E Main St,Fredericksburg,Gillespie County,
118473,,The Braeutigam Family,,30.24888,-98.84531,1606 E Main St,Fredericksburg,Gillespie County,
118475,,Uncovering the Past,,30.24950,-98.84578,1606 E Main St,Fredericksburg,Gillespie County,
118477,,The Natural Setting,,30.24871,-98.84556,1606 E Main St,Fredericksburg,Gillespie County,
118487,,Peace with the Indians,,30.24880,-98.84589,1606 E Main St,Fredericksburg,Gillespie County,
118498,6320,Henry Lawrence Kinney,Texas Historical Commission,27.79594,-97.40376,1201 Leopard St,Corpus Christi,Nueces County,
118502,,The Sutler's Store,,30.24936,-98.84539,1606 E Main St,Fredericksburg,Gillespie County,
118503,,The Guardhouse,,30.24908,-98.84524,1606 E Main St,Fredericksburg,Gillespie County,
118504,,The Barracks,,30.24897,-98.84637,1606 E Main St,Fredericksburg,Gillespie County,
118520,11776,Alonso Complex,Texas Historical Commission,25.90398,-97.50406,510 E St Charles St,Brownsville,Cameron County,
118522,,Alonso Building,Brownsville Historical Association,25.90391,-97.50398,510 E St Charles St,Brownsville,Cameron County,
118527,11743,"Site of De La Garza House, Gardens and Mint",Texas Historical Commission,29.42636,-98.49325,100 E Houston St,San Antonio,Bexar County,
118540,18666,Montague Catholic Cemetery,,33.65817,-97.70503,,Montague,Montague County,
118542,4808,Site of Guenther's Upper Mill,Texas Historical Commission,29.41597,-98.49360,,San Antonio,Bexar County,
118552,,Site of United States San Antonio Arsenal,,29.41663,-98.49364,,San Antonio,Bexar County,
118625,10536,Jefferson County Courthouse,Texas Historical Commission,30.07866,-94.09324,1149 Pearl Street,Beaumont,Jefferson County,
118626,10493,Beaumont,State Historical Survey Committee,30.08182,-94.09472,801 Main Street,Beaumont,Jefferson County,
118628,10578,Tyrrell Public Library,Texas Historical Commission,30.08196,-94.09677,695 Pearl Street,Beaumont,Jefferson County,
118629,10554,Port of Beaumont,Texas Historical Commission,30.07902,-94.09183,1225 Main Street,Beaumont,Jefferson County,
118630,10548,Early Oil Tanker Service,State Historical Survey Committee,29.84833,-93.97246,,Port Arthur,Jefferson County,
118631,12562,The Port Arthur Refinery,Texas Historical Commission,29.85914,-93.96942,,Port Arthur,Jefferson County,
118636,641,Cameron County,State of Texas,25.90428,-97.49574,1150 E Madison St,Brownsville,Cameron County,
118639,,Old Cameron County Courthouse/Dancy Building,Brownsville Historical Association,25.90365,-97.49536,1150 E Madison St,Brownsville,Cameron County,
118643,13830,1912 Cameron County Courthouse,Texas Historical Commission,25.90435,-97.49520,1150 E Madison St,Brownsville,Cameron County,
118647,17316,Manautou Building,Texas Historical Commission,25.90182,-97.49720,601 E 12th St,Brownsville,Cameron County,
118661,13902,Prairie Lea Cemetery,Texas Historical Commission,30.15603,-96.40794,1004 Prairie Lea St,Brenham,Washington County,
118662,8338,Former Bank Building of Giddings & Giddings,State Historical Survey Committee,30.16679,-96.39808,116 S Park St,Brenham,Washington County,
118670,12425,1886 Hurricane at Sabine Pass,Texas Historical Commission,29.73475,-93.89387,,Sabine Pass,Jefferson County,
118671,10500,City of Sabine and Sabine Pass,Texas Historical Commission,29.73472,-93.89390,,Sabine Pass,Jefferson County,
118673,8301,Baylor University for Boys,,30.31603,-96.34604,,Independence,Washington County,
118674,17600,Fort Sabine,Texas Historical Commission,29.73461,-93.89397,,Sabine Pass,Jefferson County,
118675,10567,Spaight's 11th Battalion,Texas Historical Commission,29.73486,-93.89380,,Sabine Pass,Jefferson County,
118676,13645,Beach Road,Texas Historical Commission,29.73261,-93.89485,5310 South Gulfway Drive,Sabine Pass,Jefferson County,
118693,5492,Tilden,State Historical Survey Committee,28.46089,-98.54967,501 River Street,Tilden,McMullen County,
118694,13680,Baylor University on Windmill Hill,Texas Historical Commission,30.31542,-96.34646,,Independence,Washington County,
118695,1242,Dog Town Jail,State Historical Survey Committee,28.46075,-98.54899,504 Courthouse Drive,Tilden,McMullen County,
118696,3799,Old Rock Store,State Historical Survey Committee,28.46140,-98.54970,502 River Street,Tilden,McMullen County,
118697,5335,The Flores de Abrego Family and Floresville,Texas Historical Commission,29.13314,-98.15760,1420 3rd Street,Floresville,Wilson County,
118698,706,Capt. Will Wright,State Historical Survey Committee,29.13379,-98.15742,1140 C Street,Floresville,Wilson County,
118699,,Wilson County Jail,,29.13380,-98.15737,1140 C Street,Floresville,Wilson County,
118700,8127,Cotulla City Park,Texas Historical Commission,28.43579,-99.23558,100 North Main Street,Cotulla,La Salle County,
118701,8421,General Sam Houston,State of Texas,30.31612,-96.34686,,Independence,Washington County,
118704,13679,Robert Emmett Bledsoe Baylor,Texas Historical Commission,30.31584,-96.34534,,Independence,Washington County,
118705,8418,Home Built in 1845 by General Jerome B. Robertson,State of Texas,30.31681,-96.34561,,Independence,Washington County,
118717,8417,Old Baptist Church,State of Texas,30.31946,-96.34709,10405 FM 50,Independence,Washington County,
118718,12996,Liberty Baptist Church,,30.32272,-96.34687,10665 FM 50,Independence,Washington County,
118723,5856,Wilson County Courthouse,Texas Historical Commission,29.13318,-98.15751,1420 3rd St,Floresville,Wilson County,
118731,8353,Houston-Lea Family Cemetery,State Historical Survey Committee,30.31986,-96.34670,,Independence,Washington County,
118732,8132,First Presbyterian Church of Cotulla,Texas Historical Commission,28.43515,-99.23584,,Cotulla,La Salle County,
118733,8354,Margaret Moffette Lea Houston,,30.31988,-96.34670,,Independence,Washington County,
118734,8133,The First United Methodist Church of Cotulla,Texas Historical Commission,28.43626,-99.23652,302 North Center Street,Cotulla,La Salle County,
118735,112,Kings Highway,The Daughters of the American Revolution & The State of Texas,28.43696,-99.23384,,Cotulla,La Salle County,
118740,9152,Bastrop County,Texas Highway Department,30.11087,-97.29466,,Bastrop,Bastrop County,
118745,,Polish Immigrant Joseph Cotulla,,28.43603,-99.23534,100 North Main Street,Cotulla,La Salle County,
118751,,La Salle County's First Artesian Well,,28.43606,-99.23534,100 North Main Street,Cotulla,La Salle County,
118754,,The Old San Antonio Road,,28.43694,-99.23388,,Cotulla,La Salle County,
118760,,Webb County Courthouse,,27.50748,-99.50595,1000 Houston Street,Laredo,Webb County,
118768,8412,George Washington Petty,State of Texas,30.15551,-96.40876,,Brenham,Washington County,
118775,10526,Fort Manhassett,Texas Historical Commission,29.73332,-93.87450,6100 Dick Dowling Road,Sabine Pass,Jefferson County,
118776,10568,Spanish-American War Fortifications,Texas Historical Commission,29.73332,-93.87451,6100 Dick Dowling Road,Sabine Pass,Jefferson County,
118778,13116,World War II Coastal Defenses at Sabine Pass,Texas Historical Commission,29.73332,-93.87450,6100 Dick Dowling Road,Sabine Pass,Jefferson County,
118779,10525,Site of Fort Griffin,State Historical Survey Committee,29.73271,-93.87307,6100 Dick Dowling Road,Sabine Pass,Jefferson County,
118780,15458,Commodore Leon Smith,Texas Historical Commission,29.73221,-93.87321,6100 Dick Dowling Road,Sabine Pass,Jefferson County,
118787,2742,Jarvis Plaza,Texas Historical Commission,27.50626,-99.50868,1004 Matamoros Street,Laredo,Webb County,
118789,13429,Capture of the <i>USS Morning Light</i> and <i>USS Velocity</i>,Texas Historical Commission,29.73313,-93.87326,6100 Dick Dowling Road,Sabine Pass,Jefferson County,
118790,10559,United States Forces at the Battle of Sabine Pass,Texas Historical Commission,29.73389,-93.87397,6100 Dick Dowling Road,Sabine Pass,Jefferson County,
118791,10558,Federal Fatalities at the Battle of Sabine Pass,Texas Historical Commission,29.73390,-93.87397,6100 Dick Dowling Road,Sabine Pass,Jefferson County,
118792,10509,Richard Dowling,State of Texas,29.73262,-93.87311,6100 Dick Dowling Road,Sabine Pass,Jefferson County,
118798,15407,Elias and Lucy Edmonds House,Texas Historical Commission,29.41356,-98.49422,419 King William Street,San Antonio,Bexar County,
118800,18172,Alfred Giles House,Texas Historical Commission,29.41475,-98.49292,308 King William Street,San Antonio,Bexar County,
118812,,Union Casualties at the Battle of Sabine Pass,,29.73253,-93.87295,6100 Dick Dowling Road,Sabine Pass,Jefferson County,
118814,,Sabine Bank Lighthouse,,29.73480,-93.89387,,Sabine Pass,Jefferson County,
118815,,Dick Dowling,Texas Division United Daughters of the Confederacy,29.73264,-93.89482,5310 South Gulfway Drive,Sabine Pass,Jefferson County,
118860,5117,Old Edward Steves House,State Historical Survey Committee,29.41271,-98.49524,509 King William Street,San Antonio,Bexar County,
118861,,Edward Steves Homestead,San Antonio Conservation Society,29.41268,-98.49528,509 King William Street,San Antonio,Bexar County,
118875,18355,Biesenbach House,Texas Historical Commission,29.41199,-98.49538,528 King William St,San Antonio,Bexar County,
118878,,Carl Hilmar Guenther House,United States Department of the Interior,29.41151,-98.49595,205 E Guenther St,San Antonio,Bexar County,
118886,4595,Sartor House,Texas Historical Commission,29.41602,-98.49199,217 King William St,San Antonio,Bexar County,
118892,3615,Norton-Polk-Mathis House,State Historical Survey Committee,29.41374,-98.49406,401 King William St,San Antonio,Bexar County,
118893,2287,Carl Wilhelm August Groos House,Texas Historical Commission,29.41423,-98.49361,335 King William St,San Antonio,Bexar County,Confirmed Missing
118894,11286,Mason County Courthouse,Texas Historical Commission,30.74868,-99.23193,201 Fort McKavett St,Mason,Mason County,
118895,,Crockett Hotel,,29.42512,-98.48529,320 Bonham,San Antonio,Bexar County,
118908,,King William Neighborhood,,29.41369,-98.49504,,San Antonio,Bexar County,
118909,16997,Gustav Blersch House,Texas Historical Commission,29.41673,-98.49274,213 Washington Street,San Antonio,Bexar County,
118910,3680,The Oge House,State Historical Survey Committee,29.41712,-98.49239,209 Washington Street,San Antonio,Bexar County,
118917,,U.S. Federal Building,Brownsville Historical Association,25.90241,-97.49946,1001 E Elizabeth St,Brownsville,Cameron County,
118919,,U.S. Federal Building,City of Brownsville,25.90239,-97.49943,1001 East Elizabeth Street,Brownsville,Cameron County,
118937,18060,Kenneth Lewis Anderson,State of Texas,30.48245,-95.98547,579 South Main Street,Anderson,Grimes County,
118939,8594,Michael Moore Kennard,State Historical Survey Committee,30.48250,-95.98554,579 South Main Street,Anderson,Grimes County,
118940,8573,Fanthorp Inn,State of Texas,30.48309,-95.98404,579 South Main Street,Anderson,Grimes County,
118943,8599,Veterans Memorial,State of Texas,30.48879,-95.98676,100 South Main Street,Anderson,Grimes County,
118946,7673,Old Waverly,State Historical Survey Committee,30.52705,-95.35324,,Old Waverly,San Jacinto County,
118960,,Federal Building 1857,,29.30512,-94.78986,502 20th Street,Galveston,Galveston County,
118964,13051,Moffat Cemetery,Texas Historical Commission,31.21642,-97.45806,,Temple,Bell County,
118965,,"Custom House, Post Office and United States Court House",,29.30545,-94.78965,502 20th Street,Galveston,Galveston County,
118969,7652,Townsite of Coldspring,State Historical Survey Committee,30.59211,-95.12895,1 State Highway 150,Coldspring,San Jacinto County,
118970,7675,Governor George Tyler Wood,Texas Historical Commission,30.59228,-95.12903,1 State Highway 150,Coldspring,San Jacinto County,
118971,12481,San Jacinto County Courthouse,Texas Historical Commission,30.59227,-95.12875,1 State Highway 150,Coldspring,San Jacinto County,
118972,7668,San Jacinto County,State of Texas,30.58569,-95.12659,,Coldspring,San Jacinto County,
118974,,La Bahia Road,Daughters of the Republic of Texas,30.48621,-95.98479,,Anderson,Grimes County,
118976,8586,"Grimes County, C.S.A.",State Historical Survey Committee,30.48892,-95.98712,114 West Buffington Avenue,Anderson,Grimes County,
118977,8584,Grimes County,State of Texas,30.48872,-95.98697,100 South Main Street,Anderson,Grimes County,
118984,12179,First Baptist Church of Coldspring,Texas Historical Commission,30.59107,-95.12756,100 East Pine Avenue,Coldspring,San Jacinto County,
118985,7661,"Mount Moriah Lodge No. 37, A.F. & A.M.",Texas Historical Commission,30.59278,-95.12817,,Coldspring,San Jacinto County,
118988,,Saengerfest Park,,29.30730,-94.79459,2302 Strand Street,Galveston,Galveston County,
118989,,Powell Arch,,29.30598,-94.79502,2300 Ship Mechanic Row Street,Galveston,Galveston County,
118991,18751,Mardi Gras in Galveston,Texas Historical Commission,29.30613,-94.79494,2300 Mechanic Street,Galveston,Galveston County,
118997,,Davidson Building,,29.30599,-94.79494,2300 Ship Mechanic Row Street,Galveston,Galveston County,
118998,,"Rice, Baulard & Company Building",,29.30652,-94.79428,217 23rd Street,Galveston,Galveston County,
118999,,Pix Building,,29.30498,-94.79230,2128 Postoffice Street,Galveston,Galveston County,
119000,,Southwestern Telegraph and Telephone Building,,29.30420,-94.79225,2206 Church Street,Galveston,Galveston County,
119001,,Washington Hotel,,29.30642,-94.79405,2228 Mechanic Street,Galveston,Galveston County,
119007,2850,Jonesboro Methodist Church,Texas Historical Commission,31.61460,-97.87652,,Jonesboro,Coryell County,
119028,,Nueva Street Dam and Marina,,29.42132,-98.49238,199 Jack White Way,San Antonio,Bexar County,
119035,,Flooding & Dams,,29.43347,-98.48454,709 Avenue B,San Antonio,Bexar County,
119048,1065,Corpus Christi Cathedral,Texas Historical Commission,27.79431,-97.39658,506 North Upper Broadway,Corpus Christi,Nueces County,
119049,,Locks & Dams,,29.43367,-98.48466,709 Avenue B,San Antonio,Bexar County,
119066,,Mayor Maury Maverick Mural,,29.43183,-98.48794,110 Lexington Avenue,San Antonio,Bexar County,
119140,,Still on Patrol,,29.42398,-98.49438,300 Dolorosa,San Antonio,Bexar County,
119149,,Houston Street,,29.42671,-98.49215,175 East Houston Street,San Antonio,Bexar County,
119152,,Twin Cypress Mexican Sniper Tree,,29.42517,-98.49221,,San Antonio,Bexar County,
119155,,Commerce Street,,29.42347,-98.48786,333 Losoya Street,San Antonio,Bexar County,
119159,12136,Old Camp Wolters,Texas Historical Commission,32.81706,-98.07644,3801 Ram Blvd,Mineral Wells,Palo Pinto County,
119162,,Travis Street Crossing,,29.42717,-98.49258,130 East Travis Street,San Antonio,Bexar County,
119179,4506,Sam Savage,Texas Historical Commission,32.84225,-98.08289,3607 Sundown Dr,Mineral Wells,Palo Pinto County,
119195,,Hendley Row,,29.30801,-94.79149,2010 Strand Street,Galveston,Galveston County,
