ref:US-TX:thc,ref:hmdb,isMissing,name,operator,hmdb:Latitude,hmdb:Longitude,addr:full,addr:city,addr:county
12199,129610,,First Baptist Church of Breckenridge,Texas Historical Commission,32.75339,-98.90533,301 South Rose Avenue,Breckenridge,Stephens County
11757,208715,,First Baptist Church of Bremond,Texas Historical Commission,31.16235,-96.68126,705 South Austin Street,Bremond,Robertson County
13052,73499,,First Baptist Church of Brownfield,Texas Historical Commission,33.17934,-102.27708,219 West Main Street,Brownfield,Terry County
10265,117939,,First Baptist Church of Buda,Texas Historical Commission,30.08136,-97.84556,104 S San Marcos St,Buda,Hays County
1619,55756,,First Baptist Church of Canadian,Texas Historical Commission,35.91141,-100.38035,,Canadian,Hemphill County
11403,237010,,First Baptist Church of Canton,State Historical Survey Committee,32.55544,-95.86557,303 S Athens Street,Canton,Van Zandt County
12137,268452,,First Baptist Church of Carthage,Texas Historical Commission,32.15313,-94.33945,230 S. Market St.,Carthage,Panola County
7787,279953,,First Baptist Church of Celeste,Texas Historical Commission,33.29278,-96.19627,203 W Cockrell St,Celeste,Hunt County
1620,255056,,First Baptist Church of Chico,Texas Historical Commission,33.29068,-97.79751,404 S. Weatherford St,Chico,Wise County
1621,113524,,First Baptist Church of Cisco,Texas Historical Commission,32.38698,-98.97988,202 W. 9th St,Cisco,Eastland County
1622,100492,,First Baptist Church of Claude,Texas Historical Commission,35.10819,-101.36215,308 Parks Street,Claude,Armstrong County
1623,99794,,First Baptist Church of Claytonville,Texas Historical Commission,34.3754,-101.58294,,Claytonville,Swisher County
12777,177706,,First Baptist Church of Cleburne,Texas Historical Commission,32.34993,-97.38678,105 East Willingham Street,Cleburne,Johnson County
12179,118984,,First Baptist Church of Coldspring,Texas Historical Commission,30.59107,-95.12756,100 East Pine Avenue,Coldspring,San Jacinto County
1624,120278,,First Baptist Church of Colorado City,State Historical Survey Committee,32.38966,-100.86468,301 Chestnut Street,Colorado City,Mitchell County
7788,119808,,First Baptist Church of Commerce,Texas Historical Commission,33.24901,-95.90061,1401 Washington Street,Commerce,Hunt County
1688,287794,,First Baptist Church of Copperas Cove,Texas Historical Commission,31.1266,-97.90398,305 N 3rd St,Copperas Cove,Coryell County
1625,32085,,First Baptist Church of Corpus Christi,Texas Historical Commission,27.76426,-97.38265,3115 Ocean Drive,Corpus Christi,Nueces County
7193,61358,,First Baptist Church of Corsicana,Texas Historical Commission,32.09117,-96.46874,510 West Collin Street,Corsicana,Navarro County
7924,206967,,First Baptist Church of Crockett,Texas Historical Commission,31.31741,-95.45293,807 East Goliad Avenue,Crockett,Houston County
9651,195885,,First Baptist Church of Dayton,Texas Historical Commission,30.04499,-94.88629,115 South Church Street,Dayton,Liberty County
13105,181247,,First Baptist Church of Del Rio,Texas Historical Commission,29.36748,-100.89712,301 Avenue G,Del Rio,Val Verde County
11844,178706,,First Baptist Church of Denton,Texas Historical Commission,33.22484,-97.14936,1100 Malone Street,Denton,Denton County
1627,162657,,First Baptist Church of Devine,Texas Historical Commission,29.14166,-98.90813,308 West Hondo Avenue,Devine,Medina County
10266,205184,,First Baptist Church of Dripping Springs,State Historical Survey Committee,30.19094,-98.08895,203 US-290,Dripping Springs,Hays County
12349,115564,,First Baptist Church of Eden,Texas Historical Commission,31.21793,-99.84756,101 Burleson St,Eden,Concho County
11404,245160,,First Baptist Church of Edgewood,Texas Historical Commission,32.69404,-95.88594,403 S Houston St,Edgewood,Van Zandt County
1629,60723,,First Baptist Church of El Paso,Texas Historical Commission,31.7679,-106.48596,805 West Montana Avenue,El Paso,El Paso County
1527,116025,,First Baptist Church of Eldorado,Texas Historical Commission,30.85976,-100.60293,,Eldorado,Schleicher County
17177,207084,,First Baptist Church of Elkhart,Texas Historical Commission,31.62173,-95.58481,424 West Parker Street,Elkhart,Anderson County
11822,148646,,First Baptist Church of Farmers Branch,Texas Historical Commission,32.92304,-96.89359,13017 William Dodson Parkway,Farmers Branch,Dallas County
6133,162853,,First Baptist Church of Farmersville,Texas Historical Commission,33.16249,-96.36131,124 S Washington St,Farmersville,Collin County
12417,3303,,First Baptist Church of Florence,Texas Historical Commission,30.84291,-97.79308,106 College Ave,Florence,Williamson County
1631,130342,,First Baptist Church of Floresville,Texas Historical Commission,29.13514,-98.15857,1115 B Street,Floresville,Wilson County
1689,104629,,First Baptist Church of Floydada,Texas Historical Commission,33.98165,-101.33465,401 South Main Street,Floydada,Floyd County
10476,61194,,First Baptist Church of Fort Davis,Texas Historical Commission,30.58831,-103.89698,111 Agave Street,Fort Davis,Jeff Davis County
11888,180029,,First Baptist Church of Galveston,Texas Historical Commission,29.30144,-94.79234,822 23rd Street,Galveston,Galveston County
11823,149941,,First Baptist Church of Garland,Texas Historical Commission,32.90913,-96.64114,801 W Avenue D,Garland,Dallas County
1632,217497,,First Baptist Church of Gatesville,Texas Historical Commission,31.43478,-97.74644,912 East Main Street,Gatesville,Coryell County
8146,150322,,First Baptist Church of Giddings,State Historical Survey Committee,30.1813,-96.9379,289 South Main Street,Giddings,Lee County
11310,139406,,First Baptist Church of Gilmer,Texas Historical Commission,32.72986,-94.94645,304 Buffalo Street,Gilmer,Upshur County
1633,84828,,First Baptist Church of Godley,Texas Historical Commission,32.44898,-97.52653,101 E Allen Ave,Godley,Johnson County
11895,289416,,First Baptist Church of Goliad,Texas Historical Commission,28.68012,-97.38965,332 E Ward St,Goliad,Goliad County
1634,123658,,First Baptist Church of Gonzales,Texas Historical Commission,29.50094,-97.45107,422 St. Paul Street,Gonzales,Gonzales County
13160,254115,,First Baptist Church of Granbury,Texas Historical Commission,32.46563,-97.78473,1851 Weatherford Hwy,Granbury,Hood County
11215,161153,,First Baptist Church of Grapeland,Texas Historical Commission,31.4902,-95.48174,408 West Chestnut Street,Grapeland,Houston County
1636,164699,,First Baptist Church of Groesbeck,State Historical Survey Committee,31.52571,-96.53302,306 North Ellis Street,Groesbeck,Limestone County
1637,91325,,First Baptist Church of Hale Center,Texas Historical Commission,34.06317,-101.84846,305 West 6th Street,Hale Center,Hale County
1638,167114,,First Baptist Church of Hallettsville,Texas Historical Commission,29.44606,-96.93942,501 East Second Street,Hallettsville,Lavaca County
14318,107128,,First Baptist Church of Hemphill,Texas Historical Commission,31.34189,-93.84772,301 Mann St,Hemphill,Sabine County
10983,289541,,First Baptist Church of Henderson,Texas Historical Commission,32.15302,-94.801,207 W Main Street,Henderson,Rusk County
12074,61334,,First Baptist Church of Hillsboro,Texas Historical Commission,32.0111,-97.12611,,Hillsboro,Hill County
11874,234269,,First Baptist Church of Honey Grove,Texas Historical Commission,33.58364,-95.90766,410 Hickory Street,Honey Grove,Fannin County
12380,169718,,First Baptist Church of Houston,Texas Historical Commission,29.78264,-95.46064,7401 Katy Freeway,Houston,Harris County
13035,162078,,First Baptist Church of Hutchins,Texas Historical Commission,32.64783,-96.71373,204 W Athens Street,Hutchins,Dallas County
6690,150583,,First Baptist Church of Irving,Texas Historical Commission,32.81049,-96.94639,403 S Main Street,Irving,Dallas County
8037,218598,,First Baptist Church of Jefferson,Texas Historical Commission,32.76037,-94.3482,523 North Polk Street,Jefferson,Marion County
17793,246088,,First Baptist Church of Josephine,Texas Historical Commission,33.06355,-96.31014,300 N Main St,Josephine,Collin County
16398,180811,,First Baptist Church of Jourdanton,Texas Historical Commission,28.91215,-98.54125,515 Zanderson Avenue,Jourdanton,Atascosa County
13276,159939,,First Baptist Church of Junction,Texas Historical Commission,30.48704,-99.76882,202 South 8th Street,Junction,Kimble County
1642,192192,,First Baptist Church of Karnes City,Texas Historical Commission,28.88468,-97.89757,406 East Calvert,Karnes City,Karnes County
11675,157825,,First Baptist Church of Katy,Texas Historical Commission,29.78347,-95.81964,600 Pin Oak Road,Katy,Fort Bend County
8507,96170,,First Baptist Church of Kaufman,State Historical Survey Committee,32.58754,-96.30917,302 South Washington Street,Kaufman,Kaufman County
1643,238076,,First Baptist Church of Keller,Texas Historical Commission,32.93711,-97.25008,,Keller,Tarrant County
13468,29565,,First Baptist Church of Kennard,Texas Historical Commission,31.3596,-95.1822,100 Carson Street,Kennard,Houston County
12205,245174,,First Baptist Church of Kennedale,Texas Historical Commission,32.6469,-97.22247,309 Kenney Street,Kennedale,Tarrant County
9950,218686,,First Baptist Church of Kilgore,Texas Historical Commission,32.38509,-94.87228,501 East North Street,Kilgore,Gregg County
1645,287763,,First Baptist Church of Killeen,Texas Historical Commission,31.08142,-97.72091,3310 S W S Young Dr,Killeen,Bell County
13038,192521,,First Baptist Church of Kingsville,Texas Historical Commission,27.51565,-97.87179,312 West King Avenue,Kingsville,Kleberg County
11931,45134,,First Baptist Church of Kountze,Texas Historical Commission,30.3686,-94.3131,100 Monroe Street,Kountze,Hardin County
10267,120743,,First Baptist Church of Kyle,State Historical Survey Committee,29.98918,-97.87862,400 W Center Street,Kyle,Hays County
11778,166226,,First Baptist Church of La Feria,Texas Historical Commission,26.15606,-97.82473,,La Feria,Cameron County
8876,234220,,First Baptist Church of Ladonia,Texas Historical Commission,33.42514,-95.9426,301 E Main Street,Ladonia,Fannin County
6691,152516,,First Baptist Church of Lancaster,Texas Historical Commission,32.5943,-96.75502,305 E. 3rd Street,Lancaster,Dallas County
13922,101702,,First Baptist Church of Liberty Hill,Texas Historical Commission,30.67619,-97.94097,15611 W State Highway 29,Liberty Hill,Williamson County
1647,104526,,First Baptist Church of Lockney,Texas Historical Commission,34.12136,-101.44143,401 South Main Street,Lockney,Floyd County
9951,218618,,First Baptist Church of Longview,Texas Historical Commission,32.49284,-94.73978,,Longview,Gregg County
11214,232067,,First Baptist Church of Lovelady,Texas Historical Commission,31.1256,-95.44401,210 Read Street,Lovelady,Houston County
6996,27247,,First Baptist Church of Lufkin,Texas Historical Commission,31.34185,-94.72753,106 E Bremond Street,Lufkin,Angelina County
9769,159727,,First Baptist Church of Luling,Texas Historical Commission,29.68293,-97.64711,218 North Magnolia Avenue,Luling,Caldwell County
8508,96382,,First Baptist Church of Mabank,Texas Historical Commission,32.36701,-96.09943,113 E Mount Vernon St,Mabank,Kaufman County
12041,119573,,First Baptist Church of Madisonville,Texas Historical Commission,30.94779,-95.91436,300 South Elm Street,Madisonville,Madison County
1651,208780,,First Baptist Church of Marlin,Texas Historical Commission,31.30764,-96.89419,309 Coleman Street,Marlin,Falls County
1652,208836,,First Baptist Church of Mart,Texas Historical Commission,31.5432,-96.83232,601 East Texas Avenue,Mart,McLennan County
13981,206898,,First Baptist Church of Mathis,Texas Historical Commission,28.09109,-97.82948,404 S Bee St,Mathis,San Patricio County
1654,217512,,First Baptist Church of McGregor,Texas Historical Commission,31.43476,-97.40827,700 West 6th Street,McGregor,McLennan County
1598,171531,,First Baptist Church of McKinney at Drexel Street,Texas Historical Commission,33.20477,-96.60799,,McKinney,Collin County
1655,194603,,First Baptist Church of Melissa,Texas Historical Commission,33.28172,-96.56645,2101 East Melissa Road,Melissa,Collin County
15893,161803,,First Baptist Church of Meridian,Texas Historical Commission,31.92584,-97.65496,207 North Hill Street,Meridian,Bosque County
13657,86341,,First Baptist Church of Midland,Texas Historical Commission,31.99964,-102.10036,2104 West Louisiana Avenue,Midland,Midland County
12633,139035,,First Baptist Church of Mineola,Texas Historical Commission,32.66482,-95.48872,204 North Johnson Street,Mineola,Wood County
13644,268797,,First Baptist Church of Mineral Wells,Texas Historical Commission,32.80859,-98.11731,,Mineral Wells,Palo Pinto County
1657,88298,,First Baptist Church of Moody,Texas Historical Commission,31.31147,-97.3614,300 Ave E,Moody,McLennan County
9840,232766,,First Baptist Church of Mount Vernon,Texas Historical Commission,33.18598,-95.22144,319 Kaufman Street,Mount Vernon,Franklin County
1659,164654,,First Baptist Church of Murphy,Texas Historical Commission,33.02949,-96.61171,,McKinney,Collin County
16452,221467,,First Baptist Church of Nacogdoches,Texas Historical Commission,31.60697,-94.65502,411 North Street,Nacogdoches,Nacogdoches County
11114,290456,,First Baptist Church of Newton,Texas Historical Commission,30.84813,-93.75747,319 Main St,Newton,Newton County
1660,167389,,First Baptist Church of Nixon,Texas Historical Commission,29.27106,-97.76318,403 North Texas Avenue,Nixon,Gonzales County
1661,245777,,First Baptist Church of Nocona,Texas Historical Commission,33.79258,-97.72788,511 Cooke Street,Nocona,Montague County
13741,217505,,First Baptist Church of Oglesby,Texas Historical Commission,31.42096,-97.51187,120 College Avenue,Oglesby,Coryell County
14413,104459,,First Baptist Church of Olton,Texas Historical Commission,34.18367,-102.14559,600 Avenue M,Olton,Lamb County
11479,116190,,First Baptist Church of Orange,Texas Historical Commission,30.09325,-93.73452,600 West Green Avene,Orange,Orange County
,244904,,First Baptist Church of Ovilla,Texas Historical Commission,32.52666,-96.88573,3333 Ovilla Rd,Ovilla,Ellis County
13271,169007,,First Baptist Church of Palacios,Texas Historical Commission,28.70245,-96.21215,202 Main Street,Palacios,Matagorda County
12552,247006,,First Baptist Church of Palestine,Texas Historical Commission,31.7719,-95.6081,5700 TX-256 Loop,Palestine,Anderson County
7101,164745,,First Baptist Church of Palmer,Texas Historical Commission,32.42942,-96.66879,205 Cooper Street,Palmer,Ellis County
14488,181957,,First Baptist Church of Palo Pinto,Texas Historical Commission,32.76622,-98.29724,234 South 4th Street,Palo Pinto,Palo Pinto County
14874,151530,,First Baptist Church of Panhandle,Texas Historical Commission,35.34758,-101.38235,712 Main Street,Panhandle,Carson County
13063,110810,,First Baptist Church of Paris,Texas Historical Commission,33.65958,-95.55447,207 South Church Street,Paris,Lamar County
1662,85524,,First Baptist Church of Pecos City,Texas Historical Commission,31.42277,-103.4977,423 S Hickory St,Pecos,Reeves County
1664,91248,,First Baptist Church of Plainview,Texas Historical Commission,34.18818,-101.70448,,Plainview,Hale County
1666,56594,,First Baptist Church of Pleasanton,Texas Historical Commission,28.96217,-98.48617,,Pleasanton,Atascosa County
16350,170865,,First Baptist Church of Port Neches,Texas Historical Commission,29.98629,-93.971,1900 Magnolia Street,Port Neches,Jefferson County
17491,259944,,First Baptist Church of Poteet,Texas Historical Commission,29.04087,-98.5766,437 Ave. D,Poteet,Atascosa County
13040,269063,,First Baptist Church of Poynor,Texas Historical Commission,32.07604,-95.59854,15565 Lee St,Poynor,Henderson County
