ref:hmdb,ref:US-TX:thc,name,Subtitle,Add'l Subtitle,memorial:website,year,,operator,hmdb:Latitude,hmdb:Longitude,addr:full,addr:city,Section or Quarter,addr:county,addr:state,Marker Notes,isMissing,,First Published,Last Update
95435,2903,Kaspar Wire Works,,,https://www.hmdb.org/m.asp?m=95435,1970,,State Historical Survey Committee,29.4367,-97.16468,959 TX-95,Shiner,,Lavaca County,Texas,"It is on State Highway 95 north of Miller Street, on the right when traveling north. ",,,6/27/2016,6/27/2016
110581,2904,Kate McCommis,,,https://www.hmdb.org/m.asp?m=110581,1968,,State Historical Survey Committee,33.16641,-101.4129,,Post,,Garza County,Texas,"It can be reached from the intersection of Camp Post Road and Farm to Market Road 669, on the right when traveling west. ",,,11/25/2017,11/25/2017
220752,2905,Katherine Anne Porter,"May 15, 1890-September 18, 1980",,https://www.hmdb.org/m.asp?m=220752,1990,,Texas Historical Commission,31.62394,-99.03028,,Brownwood,,Brown County,Texas,"It is at the intersection of U.S. 377 and County Road 233, on the right when traveling south on U.S. 377. ",,,4/21/2023,4/21/2023
62900,2906,Katy Depot,,,https://www.hmdb.org/m.asp?m=62900,1981,,Texas Historical Commission,32.01264,-97.1316,,Hillsboro,,Hill County,Texas,"It is on North Covington Street near Fancher Street, on the left when traveling north. ",,,2/5/2013,2/5/2013
146879,2909,Keeter Cemetery,,,https://www.hmdb.org/m.asp?m=146879,1993,,Texas Historical Commission,33.03933,-97.61083,,Boyd,,Wise County,Texas,"It is on County Road 4681 0.6 miles north of Farm to Market Road 2048, on the left when traveling north. ",,,3/19/2020,3/19/2020
176556,2910,Keith-Traylor House,,,https://www.hmdb.org/m.asp?m=176556,1995,,Texas Historical Commission,29.70949,-96.54325,806 Live Oak Street,Columbus,,Colorado County,Texas,"It is at the intersection of Live Oak Street and DeWees Street, on the left when traveling north on Live Oak Street. ",,,7/6/2021,7/6/2021
238077,2912,Keller,,,https://www.hmdb.org/m.asp?m=238077,1980,,Texas Historical Commission,32.92693,-97.24914,,Keller,,Tarrant County,Texas,"It is at the intersection of Bear Creek Park Road and Bear Creek Parkway, on the right when traveling south on Bear Creek Park Road. ",,,12/22/2023,12/22/2023
207936,2913,Keller-Grunder House,,,https://www.hmdb.org/m.asp?m=207936,1980,,Texas Historical Commission,29.08666,-97.28895,409 E Morgan Ave,Cuero,,DeWitt County,Texas,It is on East Morgan Avenue. ,,,10/20/2022,10/20/2022
207938,2915,Kelsey Memorial Methodist Church,(Iglesia Metodista Kelsey Memorial),,https://www.hmdb.org/m.asp?m=207938,1995,,Texas Historical Commission,27.79348,-97.40783,1610 Comanche St,Corpus Christi,,Nueces County,Texas,"It is on Comanche Street west of Mexico Street, on the right when traveling west. ",,,10/20/2022,10/20/2022
157423,2919,Kendalia Community Church,,,https://www.hmdb.org/m.asp?m=157423,1979,,Texas Historical Commission,29.96921,-98.52642,108 Arthur Street,Kendalia,,Kendall County,Texas,"It is at the intersection of Arthur Street and Jones Street, on the right when traveling west on Arthur Street. ",,,10/7/2020,10/13/2020
111220,2920,Kendall County,,,https://www.hmdb.org/m.asp?m=111220,1936,,State of Texas,29.79456,-98.73073,201 East San Antonio Avenue,Boerne,,Kendall County,Texas,"It is on East San Antonio Avenue west of Saunders Street, on the left when traveling east. ",,,12/11/2017,7/19/2021
111219,2921,Kendall County Courthouse,,,https://www.hmdb.org/m.asp?m=111219,1970,,State Historical Survey Committee,29.7946,-98.73075,201 East San Antonio Avenue,Boerne,,Kendall County,Texas,"It is on East San Antonio Avenue west of Saunders Street, on the left when traveling east. ",,,12/11/2017,12/27/2021
174612,2922,Kenedy,,,https://www.hmdb.org/m.asp?m=174612,1986,,Texas Historical Commission,28.81838,-97.85057,303 West Main Street,Kenedy,,Karnes County,Texas,"It is at the intersection of West Main Street (Business U.S. 181) and South 3rd Street, on the left when traveling west on West Main Street. ",,,6/3/2021,6/3/2021
118070,2923,Kenedy County,,,https://www.hmdb.org/m.asp?m=118070,1936,,Texas Highway Department,27.22232,-97.79175,151 Mallory Street,Sarita,,Kenedy County,Texas,"It is on Mallory Street north of East La Parra Avenue, on the left when traveling north. ",,,6/3/2018,12/1/2024
202581,2925,John Wesley Kenney,(1799-1865),,https://www.hmdb.org/m.asp?m=202581,1972,,State Historical Survey Committee,30.04865,-96.32696,720 Hall Road,Kenney,,Austin County,Texas,"It is at the intersection of Hall Road and Daylily Street, on the left when traveling west on Hall Road. ",,,7/21/2022,7/21/2022
239566,2926,Kent County,,,https://www.hmdb.org/m.asp?m=239566,1936,,the State of Texas.,33.24782,-100.57351,101 N Main St,Jayton,,Kent County,Texas,"It is at the intersection of North Main Street (Texas Route 70) and East 4th Street, on the right when traveling north on North Main Street. ",,,1/17/2024,1/17/2024
61319,2927,Kermit,,,https://www.hmdb.org/m.asp?m=61319,1964,,State Historical Survey Committee,31.85031,-103.07684,,Kermit,,Winkler County,Texas,"It is on Jim Sharp Boulevard (State Highway 302) 0.1 miles east of South East Avenue, on the left when traveling east. ",,,11/27/2012,8/28/2020
169373,2928,Kermit's Oldest Home,,,https://www.hmdb.org/m.asp?m=169373,1964,,State Historical Survey Committee,31.8565,-103.07927,,Kermit,,Winkler County,Texas,"It is on Tommy Thompson 0.1 miles east of South East Avenue, on the right when traveling west. <font color=red> Reported missing.</font>",Confirmed Missing,,3/25/2021,4/13/2021
111222,2929,Kerr County,,,https://www.hmdb.org/m.asp?m=111222,1936,,State of Texas,30.04729,-99.13963,700 Main Street,Kerrville,,Kerr County,Texas,"It is on Main Street (State Highway 27) north of Earl Garrett Street, on the right when traveling north. ",,,12/11/2017,12/23/2018
187581,2930,Kerr's Creek,,,https://www.hmdb.org/m.asp?m=187581,1966,,State Historical Survey Committee,29.5085,-97.42926,,Gonzales,,Gonzales County,Texas,"It is on Saint Louis Street (State Highway 146) 0.1 miles east of Lions Club Drive, on the left when traveling east. ",,,12/6/2021,12/6/2021
162422,2932,Kerrville,,,https://www.hmdb.org/m.asp?m=162422,1989,,Texas Historical Commission,30.04695,-99.14064,701 Main Street,Kerrville,,Kerr County,Texas,It can be reached from the intersection of Main Street and Sidney Backer Street (State Highway 16). ,,,12/13/2020,12/13/2020
162398,2933,"Kerrville Lodge No. 697, A.F. & A.M.",,,https://www.hmdb.org/m.asp?m=162398,1990,,Texas Historical Commission,30.06551,-99.17256,119 Methodist Encampment Road,Kerrville,,Kerr County,Texas,"It is at the intersection of Methodist Encampment Road and Ridgemont Lane, on the right when traveling north on Methodist Encampment Road. ",,,12/12/2020,12/12/2020
162428,2934,Kerrville Mountain Sun,,,https://www.hmdb.org/m.asp?m=162428,1986,,Texas Historical Commission,30.04637,-99.13942,241 Earl Garrett Street,Kerrville,,Kerr County,Texas,"It is at the intersection of Jefferson Street and Earl Garrett Street, on the left when traveling north on Jefferson Street. ",,,12/13/2020,12/13/2020
175811,2935,"Keystone Hotel,",1870,,https://www.hmdb.org/m.asp?m=175811,1965,,State Historical Survey Committee,31.06653,-98.17918,404 East 2nd Street,Lampasas,,Lampasas County,Texas,"It is at the intersection of East 2nd Street and South Western Street, on the right when traveling east on East 2nd Street. ",,,6/23/2021,6/23/2021
264157,2936,Khleber Miller Van Zandt,(1836-1930),,https://www.hmdb.org/m.asp?m=264157,1986,,Texas Historical Commission,32.77065,-97.34904,701 Grand Ave.,Fort Worth,North Side,Tarrant County,Texas,It is at the intersection of Grand Avenue and Gould Ave. on Grand Avenue. ,,,1/4/2025,1/27/2025
208001,2937,Kicaster Community,,,https://www.hmdb.org/m.asp?m=208001,1975,,Texas Historical Commission,29.31066,-98.20722,64 County Rd 324,Adkins,,Wilson County,Texas,It is on County Road 324. ,,,10/20/2022,10/20/2022
121286,2939,Killeen Herald,,,https://www.hmdb.org/m.asp?m=121286,1990,,Texas Historical Commission,31.10138,-97.73956,1809 Florence Rd,Killeen,,Bell County,Texas,"It is on Florence Road 0.1 miles south of Dubroc Drive, on the right when traveling south. ",,,8/8/2018,8/8/2018
64463,2941,Kincaid Hotel,,,https://www.hmdb.org/m.asp?m=64463,1981,,Texas Historical Commission,29.21048,-99.7862,104 E North St,Uvalde,,Uvalde County,Texas,"It is at the intersection of East North Street and North Getty Street (U.S. 83), on the right when traveling west on East North Street. ",,,4/16/2013,8/14/2023
177381,2943,Charles Frederick King,,,https://www.hmdb.org/m.asp?m=177381,1936,,State of Texas,29.42062,-98.46718,,San Antonio,Eastside Promise Neighborhood,Bexar County,Texas,It can be reached from the intersection of Paso Hondo and North Monumental Street. ,,,7/16/2021,2/2/2023
105091,2944,King County,,,https://www.hmdb.org/m.asp?m=105091,1965,,State of Texas,33.63209,-100.35704,,Guthrie,,King County,Texas,"It is on U.S. 82 2.5 miles west of Guthrie, on the left when traveling west. ",,,7/5/2017,12/1/2024
105089,2945,King County Courthouse,,,https://www.hmdb.org/m.asp?m=105089,1962,,Texas Historical Commission,33.61895,-100.32228,800 South Baker Street,Guthrie,,King County,Texas,"It is on South Baker Street (U.S. 83), on the right when traveling north. ",,,7/5/2017,12/1/2024
82288,2946,King Fisher,(1854 -1884),,https://www.hmdb.org/m.asp?m=82288,1973,,Texas Historical Commission,29.2148,-99.793,,Uvalde,,Uvalde County,Texas,"It is at the intersection of North Park Street and West Leona Street, on the right when traveling north on North Park Street. ",,,4/9/2015,8/14/2023
61546,2947,King Memorial United Methodist Church,,,https://www.hmdb.org/m.asp?m=61546,1985,,Texas Historical Commission,31.95392,-97.32228,502 Colorado Street,Whitney,,Hill County,Texas,"It is on Colorado Street near West Roosevelt Avenue, on the right when traveling north. ",,,12/2/2012,12/2/2012
201337,2948,King Mountain,,,https://www.hmdb.org/m.asp?m=201337,1968,,State Historical Survey Committee,31.13749,-102.21778,,McCamey,,Upton County,Texas,"It is at the intersection of Santa Fe Street (U.S. 67) and East 7th Street (U.S. 67), on the right when traveling east on Santa Fe Street. ",,,7/4/2022,7/4/2022
192499,2949,The King Ranch,,,https://www.hmdb.org/m.asp?m=192499,1977,,Texas Historical Commission,27.52031,-97.89654,2205 TX-141,Kingsville,,Kleberg County,Texas,It can be reached from State Highway 141. ,,,2/23/2022,2/23/2022
270066,2950,"King Ranch, C.S.A.",,,https://www.hmdb.org/m.asp?m=270066,1965,,Texas State Historical Survey Committee,27.51782,-97.90951,2205 TX-141 West,Kingsville,,Kleberg County,Texas,It can be reached from West King Avenue (State Highway 141). ,,,4/12/2025,4/12/2025
165521,2951,Captain Amon B. King and His Men,On this site,,https://www.hmdb.org/m.asp?m=165521,1936,,State of Texas,28.30231,-97.28169,,Refugio,,Refugio County,Texas,"It is on Santiago Street 0.1 miles west of Elm Street, on the left when traveling west. ",,,1/25/2021,1/25/2021
208005,2953,King-Lorenz House,,,https://www.hmdb.org/m.asp?m=208005,1984,,Texas Historical Commission,29.23332,-97.96166,303 S 7th St,Stockdale,,Wilson County,Texas,"It is on South 7th Street, on the right when traveling south. ",,,10/24/2022,10/24/2022
192517,2954,Kingsville Cotton Mill,,,https://www.hmdb.org/m.asp?m=192517,1975,,Texas Historical Commission,27.52535,-97.8676,900 North 6th Street,Kingsville,,Kleberg County,Texas,"It is on North 6th Street, on the right when traveling north. ",,,2/23/2022,2/23/2022
118021,2955,The Kingsville Railroad Depot,,,https://www.hmdb.org/m.asp?m=118021,1974,,Texas Historical Commission,27.5169,-97.86837,102 E Kleberg Ave,Kingsville,,Kleberg County,Texas,"It can be reached from the intersection of East Kleberg Avenue and PFC Daniel Alarcon Street, on the right when traveling west. ",,,6/1/2018,8/27/2020
121774,2958,Kiowa Raid of 1868,(SW Part of County),,https://www.hmdb.org/m.asp?m=121774,1968,,State Historical Survey Committee,33.52856,-97.16606,,Valley View,,Cooke County,Texas,"It is on Interstate 35 at milepost 490,  2.8 miles north of East Obuch Street (Farm to Market Road 922), on the right when traveling north. ",,,8/16/2018,8/16/2018
241776,2959,Kiowa Raid on Walnut Creek,,,https://www.hmdb.org/m.asp?m=241776,1983,,Texas Historical Commission,32.92759,-97.54331,1704 Boyd Road,Azle,,Tarrant County,Texas,"It is on Boyd Road (Farm to Market Road 730), on the right when traveling north. ",,,2/24/2024,2/24/2024
166086,2961,Kiwanis Club of Pharr,,,https://www.hmdb.org/m.asp?m=166086,1981,,Texas Historical Commission,26.1949,-98.18705,302 West Newcombe Avenue,Pharr,,Hidalgo County,Texas,"It is at the intersection of West Newcombe Avenue (Park) and Bluebonnet Street, on the right when traveling west on West Newcombe Avenue (Park). ",,,2/2/2021,4/4/2023
193174,2962,Kleberg County,,,https://www.hmdb.org/m.asp?m=193174,1936,,the State of Texas,27.52221,-97.89499,,Kingsville,,Kleberg County,Texas,It is at the intersection of West King Avenue (State Highway 141) and West Santa Gertrudis Street on West King Avenue. ,,,3/7/2022,3/7/2022
116066,2963,Knickerbocker,,,https://www.hmdb.org/m.asp?m=116066,1983,,Texas Historical Commission,31.26987,-100.62361,,Knickerbocker,,Tom Green County,Texas,"It is on Farm to Market Road 2335 0.1 miles south of Knickerbocker Road, on the left when traveling south. ",,,4/9/2018,4/9/2018
116067,2964,Knickerbocker Schools,,,https://www.hmdb.org/m.asp?m=116067,1992,,Texas Historical Commission,31.27084,-100.62393,,Knickerbocker,,Tom Green County,Texas,"It is on Farm to Market Road 2335 0.1 miles south of Knickerbocker Road, on the right when traveling south. ",,,4/9/2018,4/9/2018
263622,2967,Knights of Pythias Hall,,,https://www.hmdb.org/m.asp?m=263622,1962,,Texas Historical Commission,32.75537,-97.3313,109 East 3rd Sreet,Fort Worth,Sundance Square,Tarrant County,Texas,"It is on East 3rd Street, on the left when traveling east. ",,,12/24/2024,12/24/2024
175637,2968,Knights of Pythias Lodge Hall,,,https://www.hmdb.org/m.asp?m=175637,1987,,Texas Historical Commission,31.70379,-98.12464,110 West Main Street,Hamilton,,Hamilton County,Texas,It is at the intersection of West Main Street (State Highway 36) and North Rice Street (U.S. 281) on West Main Street. ,,,6/21/2021,6/21/2021
189369,2969,Knippa Trap Rock Plant,,,https://www.hmdb.org/m.asp?m=189369,1994,,Texas Historical Commission,29.29135,-99.65112,10503 US-90,Knippa,,Uvalde County,Texas,"It is on U.S. 90 ¼ mile east of 2nd Street, on the right when traveling east. ",,,1/2/2022,1/2/2022
81302,2970,Knox County,,,https://www.hmdb.org/m.asp?m=81302,1936,,Texas Highway Department,33.58355,-99.79285,,Benjamin,,Knox County,Texas,"It can be reached from the intersection of S. Hinton Street (State Highway 6) and W. Hays Street (U.S. 82), on the left when traveling north. ",,,3/8/2015,12/1/2024
138960,2971,Koehler's Saloon and Store,,,https://www.hmdb.org/m.asp?m=138960,1966,,State Historical Survey Committee,30.88441,-102.87656,,Fort Stockton,,Pecos County,Texas,"It is on South Spring Drive east of South Rooney Street, on the right when traveling south. ",,,9/5/2019,11/28/2020
176085,2972,Otto Koehler House,,,https://www.hmdb.org/m.asp?m=176085,1975,,Texas Historical Commission,29.44896,-98.49697,310 West Ashby Place,San Antonio,Midtown,Bexar County,Texas,"It is at the intersection of West Ashby Place and Belknap Place, on the right when traveling east on West Ashby Place. ",,,6/28/2021,2/2/2023
128114,2977,Kuhlmann-King House,,,https://www.hmdb.org/m.asp?m=128114,1982,,Texas Historical Commission,29.79622,-98.7302,402 East Blanco Road,Boerne,,Kendall County,Texas,It can be reached from East Blanco Road. ,,,1/2/2019,1/2/2019
234649,2979,L. Schwartz Company,,,https://www.hmdb.org/m.asp?m=234649,1981,,Texas Historical Commission,29.21103,-99.78662,120 North Getty Street,Uvalde,,Uvalde County,Texas,"It is at the intersection of North Getty Street (U.S. 83) and East Nopal Street, on the right when traveling north on North Getty Street. ",,,10/20/2023,5/10/2024
56008,2983,L. T. Lester Home,,,https://www.hmdb.org/m.asp?m=56008,1967,,State Historical Survey Committee,34.98004,-101.93711,310 8th Street,Canyon,,Randall County,Texas,"It is at the intersection of 8th Street and 4th Avenue, on the right when traveling south on 8th Street. ",,,6/5/2012,6/5/2012
150353,2988,London Town Square,,,https://www.hmdb.org/m.asp?m=150353,1971,,State Historical Survey Committee,30.67846,-99.57652,17515 US-377,London,,Kimble County,Texas,"It is at the intersection of U.S. 377 and Community Street, on the right when traveling north on U.S. 377. ",,,5/23/2020,11/27/2020
